0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.2241896,0.23858058,0.2303078,0.23678967,0.23349918,0.21471061,0.2200216,0.22591203,0.23279749,0.23878907,0.2239583,0.2264303,0.24036798,0.20369981,0.2363908,0.22612491
0.26604983,0.27709112,0.26694474,0.25670156,0.27984726,0.27067694,0.24918213,0.25990018,0.26997834,0.2663174,0.25446722,0.2627843,0.26688087,0.22426188,0.2879614,0.2570414
0.2375724,0.22746864,0.2890882,0.29106933,0.28764626,0.30485052,0.25745764,0.24523139,0.26425743,0.2660092,0.25482318,0.2466731,0.2729985,0.23133118,0.27993745,0.19898605
0.3298654,0.29649052,0.32429394,0.26213416,0.32361594,0.2990579,0.31560078,0.27712628,0.3496546,0.31167305,0.3154481,0.31362668,0.26291212,0.26404607,0.32502618,0.33627594
0.2777644,0.2901172,0.2702474,0.3131992,0.26700652,0.24773969,0.28454325,0.22355945,0.23412558,0.24773595,0.2747664,0.28538343,0.3373257,0.29840022,0.3085245,0.2442698
0.26262453,0.27129406,0.25355488,0.25526714,0.27576146,0.2638915,0.23823397,0.25843245,0.2671697,0.2773544,0.258814,0.2610603,0.27542076,0.24225679,0.2802727,0.26732358
0.29483762,0.2807967,0.27797493,0.27158687,0.29535922,0.2722749,0.26109692,0.26175293,0.2530308,0.27831963,0.26532766,0.27086106,0.28550148,0.23901492,0.30994704,0.27354646
0.38539258,0.32630605,0.4400121,0.37210602,0.37416804,0.37635273,0.3105744,0.3593209,0.37447184,0.39124435,0.42114168,0.41292992,0.39728484,0.4391587,0.39144564,0.36138132
0.2612955,0.2622138,0.2651641,0.23992826,0.2560486,0.24669397,0.22871134,0.24395628,0.24279317,0.24342848,0.24540746,0.23693174,0.25986296,0.22433895,0.2684268,0.24831408
0.20312487,0.22768395,0.21947758,0.21906605,0.22079125,0.20364583,0.21086428,0.21421176,0.20661537,0.22670722,0.19855472,0.21879977,0.22321546,0.18891962,0.23362409,0.20181583
0.40862,0.38693693,0.29223418,0.40422252,0.40068275,0.40676314,0.2630718,0.396989,0.33382916,0.34865665,0.40830186,0.4210868,0.3902329,0.30624714,0.3783831,0.39560303
0.22627066,0.23440923,0.24254906,0.22281931,0.22866401,0.21890897,0.21933615,0.22634825,0.23276801,0.23223343,0.23000222,0.22878617,0.25774834,0.1965434,0.25723237,0.232339
0.15228207,0.1870694,0.17351896,0.20948315,0.13968576,0.19310647,0.12750994,0.15737925,0.16488278,0.18913399,0.14534582,0.19979359,0.18256754,0.1644111,0.16030261,0.12762845
0.21118867,0.28296793,0.24857038,0.2907437,0.21211006,0.24967343,0.24127392,0.22621748,0.24149151,0.26063213,0.22502325,0.237279,0.2590236,0.22893052,0.26795283,0.20615101
0.2460227,0.26557693,0.2412498,0.22138914,0.31922376,0.26757705,0.2613629,0.32293826,0.34231725,0.3127731,0.29313928,0.307343,0.3270415,0.22869115,0.29092926,0.26816002
0.23835798,0.26137787,0.25664645,0.2737998,0.26664954,0.2662234,0.2440918,0.24676055,0.25726184,0.24213442,0.27697623,0.27531648,0.2771219,0.21518262,0.29226807,0.26745296
0.2296149,0.22513808,0.21351863,0.21854134,0.21418834,0.20721482,0.22539385,0.21036604,0.19550705,0.22737396,0.1862511,0.14748986,0.18939884,0.16875887,0.20658596,0.21180038
0.43501303,0.43463048,0.40165567,0.4352592,0.41001445,0.3249371,0.29737195,0.40413764,0.29204503,0.46482965,0.39537403,0.41983274,0.44668233,0.30679148,0.4503362,0.3508174
0.2430598,0.27897233,0.20981805,0.2734246,0.23968853,0.26835164,0.15718222,0.180829,0.21000916,0.21733736,0.2461884,0.29033542,0.28635925,0.27329487,0.2373051,0.25710312
0.25764918,0.25487056,0.24269658,0.26470926,0.25396016,0.2452895,0.22202575,0.23477793,0.22617672,0.24533965,0.24760294,0.23814085,0.24797954,0.23190181,0.26823908,0.23802055
0.27714345,0.2826802,0.33324352,0.3469325,0.29280332,0.32969612,0.28921664,0.27436453,0.25920632,0.27736515,0.29279816,0.2644326,0.32785058,0.30859986,0.34845632,0.26820076
0.2473845,0.25653577,0.25988734,0.24453029,0.2644188,0.25099644,0.24063578,0.23942846,0.23024495,0.24724948,0.24441859,0.25241292,0.2581202,0.22519119,0.27127647,0.23890251
0.18145527,0.19365394,0.15877981,0.1480152,0.16795787,0.19253586,0.14532615,0.15938795,0.14001426,0.1577984,0.185897,0.19644457,0.18094912,0.18117906,0.18601505,0.1648703
0.24253817,0.2574731,0.2410234,0.25634015,0.25451294,0.2314625,0.23879462,0.24596,0.25609404,0.23905192,0.23971967,0.25035173,0.25557035,0.21963638,0.2737606,0.23295853
0.12796459,0.16519424,0.18397108,0.18755122,0.17007354,0.1937923,0.14141327,0.14601246,0.1445155,0.1483964,0.14302915,0.14919592,0.14628895,0.15310736,0.16072601,0.14451802
0.23321022,0.23634283,0.22547661,0.22020756,0.23016441,0.21110223,0.21337181,0.21550186,0.2094738,0.22906435,0.21869673,0.20800267,0.22333294,0.19903347,0.23238231,0.21167877
0.22933692,0.23147868,0.160489,0.2155224,0.2084773,0.20542991,0.17348287,0.20882237,0.14942715,0.18658593,0.20653518,0.21783659,0.22366966,0.22283323,0.2023584,0.2035011
0.2651906,0.27501813,0.2743583,0.27285406,0.26649952,0.25973213,0.2568069,0.26480797,0.26301694,0.27630827,0.25514376,0.2540211,0.28001797,0.24105112,0.29337513,0.2569774
0.22748093,0.23009145,0.23500407,0.2265958,0.24288565,0.22367594,0.21336962,0.22082323,0.21977618,0.23739745,0.22696447,0.23131707,0.24276714,0.20547175,0.24647175,0.22440107
0.23020346,0.2537302,0.24650836,0.2359427,0.24649905,0.22468258,0.22386545,0.23082356,0.22598581,0.25520638,0.23805887,0.24062957,0.2513503,0.20443785,0.25338346,0.23765364
0.28889003,0.28823116,0.3050035,0.29190716,0.29241672,0.2667809,0.27189055,0.27597314,0.28811476,0.29198715,0.27893943,0.27304143,0.28989848,0.2602526,0.31861508,0.2764287
0.42715722,0.46136618,0.46598423,0.38959038,0.43584314,0.5067013,0.3465199,0.37799782,0.36471075,0.40861008,0.4127459,0.37460673,0.45292628,0.43022972,0.45700994,0.3865124
0.3110947,0.24352841,0.17929287,0.30230942,0.28122905,0.23396078,0.19513214,0.25607458,0.14029269,0.2565652,0.24394962,0.24550492,0.21769165,0.23781516,0.3008147,0.18362628
0.298577,0.30894613,0.29509366,0.29521397,0.3049934,0.28374836,0.28817424,0.2901378,0.29278818,0.3007837,0.2885543,0.29085937,0.28822088,0.26695848,0.32031423,0.28795087
0.3573768,0.23671296,0.42498112,0.28605828,0.27579287,0.3225906,0.35644996,0.38059404,0.3407698,0.3529394,0.31583446,0.34108174,0.2842204,0.32621038,0.4232368,0.2892053
0.22967133,0.25090834,0.2255021,0.23722841,0.24032164,0.23975736,0.22947417,0.23729868,0.2342595,0.24598897,0.23117234,0.22602567,0.23595145,0.20263216,0.2428388,0.23159036
0.2759054,0.28139767,0.27238217,0.25153872,0.27512935,0.2547026,0.24772704,0.26692405,0.24698651,0.28673792,0.27078485,0.2594524,0.27670333,0.23687194,0.28974938,0.27295494
0.25679117,0.2578326,0.26840904,0.23829629,0.26772812,0.2528819,0.23164915,0.24126524,0.2591531,0.2639666,0.24521641,0.25073296,0.2690021,0.21805792,0.2780213,0.24573463
0.29015023,0.28510204,0.2908445,0.28131616,0.2861526,0.2667536,0.25827593,0.2756687,0.27594116,0.28377023,0.27503312,0.27572203,0.2924642,0.23245731,0.2987679,0.27986524
0.25547606,0.2607234,0.2522241,0.25296238,0.2625865,0.25453457,0.23346668,0.24682905,0.25133014,0.253068,0.24440314,0.2518929,0.26873314,0.22408888,0.27683288,0.24712415
0.32652235,0.35190633,0.274037,0.31995422,0.28984016,0.29889533,0.26147726,0.31985044,0.28414565,0.33087277,0.3030373,0.3183025,0.3415943,0.3310738,0.3381723,0.33397976
0.17452855,0.16860497,0.1983013,0.22353615,0.18614799,0.17143303,0.19748391,0.19512,0.20604323,0.21711366,0.19149576,0.18566434,0.23835248,0.16461548,0.21563955,0.23547933
0.25698006,0.2691017,0.25467092,0.24997145,0.25682598,0.24866413,0.24490784,0.252993,0.2370477,0.25678965,0.25123084,0.2520591,0.2725245,0.24329555,0.27653217,0.26166025
0.40226603,0.41423368,0.39925325,0.38813266,0.4258365,0.37469932,0.32523867,0.3547329,0.29553732,0.40946776,0.38732508,0.4043426,0.3859557,0.36522707,0.42865807,0.3511562
0.2787579,0.28290468,0.2884606,0.27132735,0.2697438,0.27108958,0.26683253,0.26590735,0.26209357,0.2874101,0.273537,0.28220767,0.29385254,0.23953371,0.30027136,0.28344345
0.2671232,0.2669029,0.26238024,0.26417327,0.25941384,0.26785108,0.24678096,0.26581016,0.260502,0.26637655,0.26287475,0.26486415,0.27022082,0.24823558,0.27651957,0.24912773
0.26149672,0.2546889,0.259423,0.24953759,0.25811833,0.24605457,0.2434521,0.2396855,0.24194123,0.25461593,0.24070968,0.23751807,0.25462967,0.2218567,0.2812315,0.2526687
0.23287995,0.23307906,0.22728993,0.2349181,0.23525636,0.21762304,0.2151629,0.22424063,0.20759144,0.24533516,0.2207607,0.22032164,0.2310453,0.21459544,0.25774294,0.22466373
0.24232824,0.27276334,0.3009566,0.21771325,0.28288314,0.2873874,0.27549604,0.29266244,0.25688112,0.2725602,0.2958178,0.24374959,0.28345338,0.24194747,0.2544176,0.2820168
0.25728998,0.2648867,0.26345858,0.26602086,0.2622948,0.25858366,0.2355908,0.25760943,0.24084002,0.26042494,0.2539073,0.25988713,0.2621909,0.22648469,0.27849728,0.25608653
0.23696625,0.24568477,0.24605338,0.24091081,0.26295382,0.2417349,0.21713285,0.24800709,0.24147344,0.23299341,0.23868778,0.23713137,0.24500231,0.21548185,0.26833516,0.2402523
0.28148794,0.28468853,0.27274245,0.28454277,0.2793708,0.2682894,0.25819424,0.26080504,0.24915223,0.27558374,0.26766753,0.26178086,0.2816667,0.24619205,0.29745245,0.27399462
0.17258939,0.1664437,0.17614916,0.16875173,0.17429376,0.17424592,0.15441486,0.18982597,0.15492444,0.15951373,0.16136502,0.15855427,0.1938083,0.13826013,0.18240143,0.14957292
